dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,accuracy,duration_sec
omniglot,1,10,1,1,28,600,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.111,5.163525342941284
omniglot,1,10,1,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.051,6.313252210617065
omniglot,1,10,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.222,6.302462339401245
omniglot,1,10,1,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19400000000000006,6.304290533065796
omniglot,1,10,1,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.118,6.360132694244385
omniglot,1,10,1,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.11600000000000002,6.374327898025513
omniglot,1,10,1,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.115,6.372576475143433
omniglot,1,10,1,1,28,784,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.11800000000000001,6.115753889083862
omniglot,1,10,1,1,28,784,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.11600000000000002,6.111638784408567
omniglot,1,10,1,1,28,784,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.115,6.104529142379763
omniglot,1,10,1,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.059,7.415338516235352
omniglot,1,10,1,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.238,7.41991400718689
omniglot,1,10,1,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,7.413741588592527
omniglot,1,10,1,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.10599999999999997,7.5131568908691415
